id,body part,target_area,name,equipment,level,description,gif_link
81,shoulder,Rear Delts / Traps,Face Pull (Rope Attachment),Cable,Intermediate,"Strengthens rear delts, traps, and rotator cuff.",https://i.pinimg.com/originals/64/b8/65/64b865cac817f257f94bb26eab1f9531.gif
82,shoulder,Lateral Delts / Traps,Cable Upright Row,Cable,Intermediate,Pull cable upward for traps and delts activation.,https://hips.hearstapps.com/hmg-prod/images/workouts/2017/04/uprightrow-1491252369.gif
83,shoulder,Front Delts / Lateral Delts,Seated Shoulder Press Machine,Machine,Beginner,Safe and stable press for shoulder development.,https://www.strengthlog.com/wp-content/uploads/2020/03/machine-shoulder-press.gif
84,shoulder,Lateral Delts,Machine Lateral Raise,Machine,Beginner,Isolates side delts in a controlled motion.,https://burnfit.io/wp-content/uploads/2023/11/LAT_RAISE_MC.gif
85,shoulder,Rear Delts / Traps,Rear Delt Machine Fly,Machine,Beginner,Targets the posterior delts and upper traps.,https://blogger.googleusercontent.com/img/b/R29vZ2xl/AVvXsEiEr17LhDHZSueKaPmbjA4kPk2Ck9ipGpRPcD5ZoiikVWgXbXqMNHxD9vB4ukveQ2ccBI0cHOwio00Ly1IVdCu0A0MHBiGwZDuZyQl35RDWyFoBXPmU1Y-8kF6xqQnqdU-ewiatEdUvCDXKKAePeqnjDv5XYBCU7O6iLqDwz2wfKgSpjsvd-hkZ9ycg/s444/reardeltfly.gif
86,shoulder,Front Delts / Lateral Delts,Smith Machine Overhead Press,Smith Machine,Intermediate,Guided press for shoulders; stable and safe.,https://www.strengthlog.com/wp-content/uploads/2020/04/smith-machine-shoulder-press.gif
87,shoulder,Front Delts,Pike Push-Up,Bodyweight,Intermediate,Bodyweight press variation focusing on front shoulders.,https://hips.hearstapps.com/hmg-prod/images/workouts/2016/03/pikepushup-1456956895.gif
88,shoulder,Front Delts / Traps,Handstand Push-Up,Bodyweight,Advanced,Challenging movement building overhead pressing strength.,https://www.inspireusafoundation.org/file/2023/02/handstand-pushup.gif
89,shoulder,Rear Delts / Traps,Inverted Row to Face Pull,Bodyweight,Intermediate,Combination movement for traps and rear delts.,https://fitnessprogramer.com/wp-content/uploads/2021/06/Inverted-Row.gif
90,shoulder,Front Delts,Resistance Band Front Raise,Band,Beginner,Simulates front dumbbell raise using resistance bands.,https://gymvisual.com/img/p/5/6/9/1/5691.gif
91,shoulder,Lateral Delts,Resistance Band Lateral Raise,Band,Beginner,Simulates dumbbell lateral raise with band resistance.,https://gymvisual.com/img/p/6/9/7/5/6975.gif
92,shoulder,Rear Delts / Traps,Resistance Band Pull Apart,Band,Beginner,Simple but effective rear delt and trap activator.,https://www.strengthlog.com/wp-content/uploads/2020/04/Band-Pull-Apart.gif
93,shoulder,Traps / Lateral Delts,Farmerâ€™s Carry,Functional,Intermediate,Hold heavy weights and walk to strengthen traps and stabilizers.,https://barbend.com/wp-content/uploads/2024/02/farmers-carry-with-dumbbells-barbend-movement-gif-masters.gif
94,shoulder,Front Delts / Traps,Overhead Carry,Functional,Advanced,Walk with weights overhead for shoulder stability and strength.,https://liftmanual.com/wp-content/uploads/2023/04/dumbbell-overhead-carry.gif
95,arms,Biceps,Barbell Curl,Barbell,Beginner,Classic curl focusing on the main biceps muscle.,https://www.strengthlog.com/wp-content/uploads/2020/12/Barbell-biceps-curl.gif
96,arms,Biceps,EZ Bar Curl,Barbell,Beginner,Reduces wrist strain while effectively targeting the biceps.,https://burnfit.io/wp-content/uploads/2023/11/EZB_CURL.gif
97,arms,Biceps,Reverse Grip Barbell Curl,Barbell,Intermediate,Overhand grip emphasizes forearms and brachialis.,https://hips.hearstapps.com/menshealth-uk/main/assets/reverseEZ.gif
98,arms,Biceps,Close-Grip Barbell Curl,Barbell,Intermediate,Focuses on inner head for peak bicep shape.,https://fitnessprogramer.com/wp-content/uploads/2022/07/close-grip-barbell-curl.gif
99,arms,Biceps,Drag Curl,Barbell,Intermediate,Keeps elbows back to isolate biceps with minimal shoulder involvement.,https://www.strengthlog.com/wp-content/uploads/2024/10/drag-curl.gif
100,arms,Biceps,Dumbbell Curl,Dumbbell,Beginner,Fundamental exercise for overall biceps growth.,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/02/Hantelcurl.gif
101,arms,Biceps,Alternating Dumbbell Curl,Dumbbell,Beginner,Allows better focus on each arm individually.,https://fitnessandbeast.com/wp-content/uploads/2018/10/Alternatin-Dumbbell-Curl.bk.gif
102,arms,Biceps,Hammer Curl,Dumbbell,Intermediate,Neutral grip targets brachialis and forearms.,https://hips.hearstapps.com/hmg-prod/images/workouts/2016/03/hammercurl-1456956209.gif
103,arms,Biceps,Concentration Curl,Dumbbell,Intermediate,Isolates biceps for peak contraction.,https://www.strengthlog.com/wp-content/uploads/2020/03/Concentration-curl.gif
104,arms,Biceps,Incline Dumbbell Curl,Dumbbell,Intermediate,Stretches biceps for full range of motion.,https://burnfit.io/wp-content/uploads/2023/11/INC_DB_CURL.gif
105,arms,Biceps,Zottman Curl,Dumbbell,Advanced,Combines curl and reverse curl for total arm development.,https://fitnessprogramer.com/wp-content/uploads/2021/04/zottman-curl.gif
106,arms,Biceps,Cross-Body Hammer Curl,Dumbbell,Intermediate,Emphasizes inner arm and forearm engagement.,https://hips.hearstapps.com/menshealth-uk/main/assets/hammer-curl.gif
107,arms,Biceps,Cable Curl,Cable,Beginner,Constant tension on biceps throughout the movement.,https://burnfit.io/wp-content/uploads/2023/11/CABLE_CURL.gif
108,arms,Biceps,Overhead Cable Curl,Cable,Intermediate,Curls with cables overhead for inner biceps focus.,https://fitnessprogramer.com/wp-content/uploads/2021/04/overhead-cable-curl.gif
109,arms,Biceps,Reverse Cable Curl,Cable,Intermediate,Targets forearms and deeper biceps muscles.,https://www.aleanlife.com/wp-content/uploads/2022/04/reverse-cable-curls.gif
110,arms,Biceps,Single Arm Cable Curl,Cable,Beginner,Isolates each bicep with controlled tension.,https://musclemagfitness.com/wp-content/uploads/one-arm-cable-curls-exercise.gif
111,arms,Biceps,Rope Hammer Curl (Cable),Cable,Intermediate,Uses rope handle to target inner arm and forearm.,https://musclemagfitness.com/wp-content/uploads/cable-rope-hammer-curl-exercise.gif
112,arms,Biceps,Preacher Curl Machine,Machine,Beginner,Strict form machine for isolating biceps.,https://burnfit.io/wp-content/uploads/2023/11/PREA_CURL_MAC.gif
113,arms,Biceps,Seated Curl Machine,Machine,Beginner,Supports arms and limits swinging for focused biceps work.,https://i.pinimg.com/originals/a3/ee/87/a3ee87bd489f2c3144bf8b22b3cce047.gif
114,arms,Biceps,Cable Preacher Curl,Machine,Intermediate,Cables provide tension through the full range of motion.,https://gymvisual.com/img/p/2/8/2/8/9/28289.gif
115,arms,Biceps,Machine Reverse Curl,Machine,Intermediate,Machine-assisted reverse curls for forearm emphasis.,https://gymvisual.com/img/p/2/7/9/3/5/27935.gif
116,arms,Biceps,Chin-Up (Underhand Grip),Bodyweight,Intermediate,Bodyweight exercise targeting biceps and back.,https://musclemagfitness.com/wp-content/uploads/chin-up-exercise.gif
117,arms,Biceps,Towel Chin-Up,Bodyweight,Advanced,Enhances grip and forearm strength with biceps activation.,https://gymvisual.com/img/p/3/3/3/5/5/33355.gif
118,arms,Biceps,Resistance Band Curl,Band,Beginner,Simulates dumbbell curl with adjustable resistance.,https://i.makeagif.com/media/1-16-2019/C5OTVv.gif
119,arms,Biceps,Resistance Band Hammer Curl,Band,Beginner,Neutral grip version for inner and forearm muscles.,https://hips.hearstapps.com/hmg-prod/images/workouts/2016/12/bandhammercurl-1480630337.gif
120,arms,Biceps,Reverse Band Curl,Band,Beginner,Overhand grip band curl for forearms and inner arm.,https://gymvisual.com/img/p/3/7/7/2/6/37726.gif
121,arms,Triceps,Close-Grip Bench Press,Barbell,Intermediate,Compound press that targets triceps while also involving chest and shoulders.,https://burnfit.io/wp-content/uploads/2023/11/CG_BB_BP.gif
122,arms,Triceps,Barbell Skull Crusher (Lying Triceps Extension),Barbell,Intermediate,Classic isolation movement that emphasizes triceps stretch.,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Lying-Tricep-Extension.gif
123,arms,Triceps,JM Press,Barbell,Advanced,Hybrid between close-grip press and skull crusher for maximum triceps overload.,https://i.makeagif.com/media/10-22-2024/etqy4S.gif
124,arms,Triceps,Overhead Barbell Extension,Barbell,Intermediate,Excellent stretch and contraction on the long head.,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/Barbell-Standing-Triceps-Extension.gif
125,arms,Triceps,Reverse Grip Bench Press,Barbell,Advanced,Unique press variation that targets inner triceps fibers.,https://gymvisual.com/img/p/2/3/9/6/7/23967.gif
126,arms,Triceps,Dumbbell Triceps Kickback,Dumbbell,Beginner,Focused movement for the outer (lateral) head.,https://cdn.jefit.com/assets/img/exercises/gifs/777.gif
127,arms,Triceps,Overhead Dumbbell Extension (Single or Both Hands),Dumbbell,Beginner,Stretches and contracts the long head of the triceps.,https://www.strengthlog.com/wp-content/uploads/2020/03/Dumbbell-Standing-Triceps-Extension.gif
128,arms,Triceps,Seated Dumbbell French Press,Dumbbell,Intermediate,Great isolation for the long head with strict control.,https://i.pinimg.com/originals/2c/62/ba/2c62ba80d37c94d06ad6d60f1e5445df.gif
129,arms,Triceps,Dumbbell Skull Crusher,Dumbbell,Intermediate,Lying triceps extension using dumbbells for unilateral balance.,https://www.onlinearcheryacademy.com/wp-content/uploads/2019/05/Recurve-Archery-Strength-Exercises-Skullcrushers-Dumbell.gif
130,arms,Triceps,Close-Grip Dumbbell Press,Dumbbell,Intermediate,Press variation emphasizing triceps push power.,https://barbend.com/wp-content/uploads/2024/01/close-grip-dumbbell-bench-press-barbend-movement-gif-masters.gif
131,arms,Triceps,Dumbbell Tate Press,Dumbbell,Advanced,Unique movement activating inner and outer triceps.,https://cdn.jefit.com/assets/img/exercises/gifs/242.gif
132,arms,Triceps,Cable Rope Pushdown,Cable,Beginner,Most popular triceps exercise with constant tension.,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/triceps-pushdown-with-rope.gif
133,arms,Triceps,Cable Straight Bar Pushdown,Cable,Beginner,Focuses on the outer triceps with controlled movement.,https://i0.wp.com/www.strengthlog.com/wp-content/uploads/2020/03/triceps-pushdown-with-straight-handle.gif
134,arms,Triceps,Overhead Rope Extension (Cable),Cable,Intermediate,Targets the long head with overhead cable stretch.,https://gymvisual.com/img/p/1/8/5/9/6/18596.gif
135,arms,Triceps,Reverse Grip Cable Pushdown,Cable,Intermediate,Focuses on inner triceps with underhand grip.,https://cdn.jefit.com/assets/img/exercises/gifs/157.gif
136,arms,Triceps,Single Arm Cable Kickback,Cable,Intermediate,"Isolation work for outer triceps, one arm at a time.",https://barbend.com/wp-content/uploads/2024/03/tricep-cable-kickback-barbend-movement-gif-masters.gif
137,arms,Triceps,Triceps Dips (Parallel Bars),Bodyweight,Intermediate,Great compound bodyweight move for full triceps activation.,https://i.makeagif.com/media/7-22-2015/WPEF7_.gif
138,arms,Triceps,Bench Dips,Bodyweight,Beginner,Easy bodyweight version for beginners to hit triceps.,https://cdn.jefit.com/assets/img/exercises/gifs/229.gif
139,arms,Triceps,Diamond Push-Up,Bodyweight,Beginner,Close-hand push-up emphasizing triceps contraction.,https://images.ctfassets.net/6ilvqec50fal/3hTY3FIEwYdNloN5V3HL7G/26e28de169b01e5e79332e5418803470/Diamond_Push-Up_GIF.gif
140,arms,Triceps,Handstand Push-Up (Triceps Focus),Bodyweight,Advanced,Bodyweight overhead press involving triceps and delts.,https://media4.giphy.com/media/v1.Y2lkPTZjMDliOTUyZmtoeTFmejZwenY4ODVid2UwMHdxMGZycmVmem55Y2N3anphcmh3aiZlcD12MV9naWZzX3NlYXJjaCZjdD1n/A7Bajd2J3kVABAMfCn/200w.gif
141,arms,Triceps,Machine Triceps Extension,Machine,Beginner,Safe and guided triceps isolation movement.,https://greenphysique.com/wp-content/uploads/2022/02/Tricep-Extension-Precor-Machine.gif
